,hnmr,graph,file,smiles
4479,000009665.csv,000009665.pickle,000009665,C1(C(=C(C(C(=C1[H])[H])([H])[H])[H])[H])([H])[H]
4480,020111975.csv,020111975.pickle,020111975,FC(F)(F)C(O[H])=C(C(OC(C([H])([H])[H])([H])[H])=O)[H]
4482,010021765.csv,010021765.pickle,010021765,C1(=C(C(=C(C(=C1[H])[H])C2=C(C(=C(C(=C2[H])[H])C(=O)OC(C3=C(C(=C(C(=C3[H])[H])OC([H])([H])[H])[H])[H])([H])[H])[H])[H])[H])[H])OC(C(C(C(C(C(C(C(C(C(=C([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
4490,010021811.csv,010021811.pickle,010021811,C1(C(C(C(C2=C1C(OC2([H])[H])=O)([H])[H])(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])([H])[H])([H])[H]
4492,020112001.csv,020112001.pickle,020112001,BrC=1C(=C(C(Cl)=O)C(=C(C1[H])[H])[H])[H]
4496,020097609.csv,020097609.pickle,020097609,C1([N+](=O)[O-])=C(C(=C(C(=C1[H])[H])[O-])[H])[H]
4497,020176658.csv,020176658.pickle,020176658,O1C2(C(=C(C1=O)C(C(C(C(C=3OC(C4(C(C2([H])[H])(O4)C([H])([H])[H])[H])=C(C3C([H])([H])[H])[H])(OC(C([H])([H])[H])=O)[H])(C(=C([H])[H])C(OC([H])([H])[H])=O)[H])([H])[H])(OC(=O)C([H])([H])[H])[H])[H])[H]
4501,020112360.csv,020112360.pickle,020112360,S(SC(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H]
4503,010016761.csv,010016761.pickle,010016761,C(C(C([H])([H])[H])=O)(Cl)([H])[H]
4504,020112728.csv,020112728.pickle,020112728,O=C(N(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])C(C([H])([H])[H])([H])[H]
4505,010022080.csv,010022080.pickle,010022080,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])C(=C(C3=C(C(=C(C(=C3[H])[H])C(=C(C#N)C#N)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])N(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H]
4508,010021604.csv,010021604.pickle,010021604,C(C=1C2=C(N(C(=O)C([H])([H])[H])C1[H])C(=C(C(=C2[H])[H])[H])[H])([H])([H])[H]
4512,020062580.csv,020062580.pickle,020062580,C(C(C(C([H])([H])[H])([H])[H])([H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])[H]
4515,020025609.csv,020025609.pickle,020025609,C1(C(C(C(N(C(C1([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
4520,010023493.csv,010023493.pickle,010023493,C=1(C(=C(C(=C(C1[H])[H])C([H])([H])[H])Cl)[H])Cl
4526,020168678.csv,020168678.pickle,020168678,O1C2(C(OC1(C([H])([H])[H])C([H])([H])[H])(C(C(C(C2(O[H])[H])([H])[H])(C(O[H])=O)O[H])([H])[H])[H])[H]
4527,020045589.csv,020045589.pickle,020045589,C(O[H])(C(OC(=O)C(=C([H])[H])[H])([H])[H])([H])[H]
4528,000010344.csv,000010344.pickle,000010344,C=1(C(=C(C(=[N+](C1[H])[O-])[H])[H])C([H])([H])[H])[H]
4532,020175822.csv,020175822.pickle,020175822,N1(C2(C(C(C1(C(C(C2([H])[H])(OC(=O)C(=C(C=3C(=C(C(=C(C3[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])[H])[H])([H])[H])[H])(OC(=O)C=4C(=C(C(=C(C4[H])[H])[H])[H])[H])[H])([H])[H])[H])C([H])([H])[H]
4536,020033097.csv,020033097.pickle,020033097,C1(=C(C(=C(C(=C1[H])I)Cl)[H])[H])[H]
4538,020097223.csv,020097223.pickle,020097223,C(C(N(C(C([H])([H])[H])([H])[H])C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H]
4539,020143548.csv,020143548.pickle,020143548,C1(=C(C(=C(C(=C1OC(C([H])([H])[H])([H])[H])[H])[N+](=O)[O-])OC(C([H])([H])[H])([H])[H])[H])[H]
4541,020027267.csv,020027267.pickle,020027267,C1(C(C(C(C(C1([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])(O[H])[H]
4544,010022421.csv,010022421.pickle,010022421,C1(C(C(C(C(C1(C(=O)OC(C(N(C(C([H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])(C(O[H])=O)[H])([H])[H])([H])[H])([H])[H])([H])[H]
4548,010020438.csv,010020438.pickle,010020438,C1(=C(C(=C(C(=C1C(C#N)([H])[H])Br)[H])[H])OC([H])([H])[H])[H]
4552,010023324.csv,010023324.pickle,010023324,C1(=C(C(=C(C2=C1N(C(C(=N2)[H])=O)[H])[H])[H])[H])[N+](=O)[O-]
4563,020097570.csv,020097570.pickle,020097570,C(C(C=1C(=C(C(=C(C1[H])O[H])[H])[H])[H])([H])[H])([H])([H])[H]
4564,020055888.csv,020055888.pickle,020055888,C1(=C(C(=C(C(=C1C(N([H])[H])([H])[H])[H])[H])C(N([H])[H])([H])[H])[H])[H]
4565,020094742.csv,020094742.pickle,020094742,C1(C2(C(C3(C(C1(C(C(C2([H])[H])(C3(O[H])[H])[H])([H])[H])[H])([H])[H])[H])([H])[H])[H])([H])[H]
4571,020170536.csv,020170536.pickle,020170536,O1C(OC2(C(OC(C(C2(OC([H])([H])[H])[H])(O[H])[H])(OC3(C(C4(C(C(C3([H])[H])([H])[H])(C5(C(C(C6(C(C5(C(C4([H])[H])([H])[H])[H])(O[H])C(C(C6(C7=C(C(OC7([H])[H])=O)[H])[H])(O[H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])(C([H])([H])[H])[H])[H])(C(C(C(C1(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H]
4572,020101843.csv,020101843.pickle,020101843,C1(C2(C(C3(C4(C15C6(C(C(C(=C6C(C(C4(C(N3C(C2(C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])=O)(C(C5([H])[H])([H])[H])[H])[H])C([H])([H])[H])[H])([H])[H])[H])=O
4576,020096892.csv,020096892.pickle,020096892,C1(=C(C(=C(C(=C1Cl)Cl)Cl)[H])Cl)[H]
4578,020111954.csv,020111954.pickle,020111954,S(C(C(C(C(S[H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
4580,010016839.csv,010016839.pickle,010016839,C(Cl)(C(=O)OC(C([H])([H])[H])([H])[H])(Cl)Cl
4584,020169259.csv,020169259.pickle,020169259,N1(C2=C(C(=C(C(=C2[H])[H])[H])[H])C(=C1[H])C3(C4([H])C5(C(C(C3(C(=C([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C(C(C(C(C5(C([H])([H])[H])C(O[H])(C(C4(C([H])([H])[H])[H])([H])[H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])(O[H])[H])[H])[H]
4585,020097656.csv,020097656.pickle,020097656,C(N1C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])(=S)[S-]
4587,020033052.csv,020033052.pickle,020033052,C=1(C(=C(C(=C(C1OC([H])([H])[H])[H])OC([H])([H])[H])[H])[H])C(=O)[H]
4590,020096460.csv,020096460.pickle,020096460,C1(=C(C(=C(C(=C1C=2C(=C(C(=C(C2Cl)Cl)Cl)[H])[H])Cl)Cl)Cl)[H])[H]
4597,020096434.csv,020096434.pickle,020096434,C(#CC(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])(O[H])[H])[H]
4598,020175737.csv,020175737.pickle,020175737,O1C(C(C(C(C1(C([H])([H])[H])[H])(O[H])[H])(OC(=O)C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H])(OC2(C3(C(C4(C2(O4)[H])C(OC(=O)C(=C(C=5C(=C(C(=C(C5[H])[H])[H])[H])[H])[H])[H])([H])[H])(C(OC(=C3[H])[H])(OC6(C(C(C(C(O6)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])[H])[H])[H]
4599,010021820.csv,010021820.pickle,010021820,C1(C(C(C(C2=C1C(N(C2([H])[H])C(C(C([H])([H])[H])([H])[H])([H])[H])=O)([H])[H])([H])[H])([H])[H])([H])[H]
4605,010016062.csv,010016062.pickle,010016062,S1C(C(SC(C1([H])[H])([H])[H])([H])[H])([H])[H]
4606,010021645.csv,010021645.pickle,010021645,C(Br)(=C(C(=O)N1C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])[H]
4607,000089537.csv,000089537.pickle,000089537,C1(O[H])(C(C2(C(C1([H])[H])(C(C2(O[H])[H])([H])[H])[H])[H])([H])[H])[H]
4609,010026896.csv,010026896.pickle,010026896,C1(=C(C(=C(C(=C1[H])[H])C(=C(O[H])C(=O)O[H])[H])[H])[H])[H]
4617,020097567.csv,020097567.pickle,020097567,C1(=C(C(=C(C(=C1[H])[H])C2=C3C(=C(C(=C(C3=C(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])O2)[H])[H])[H])[H])[H])[H])[H]
4621,010021877.csv,010021877.pickle,010021877,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])C(=O)N([H])C(C(O[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H]
4622,020096867.csv,020096867.pickle,020096867,C1(=C(C(=C(C(=C1[H])C(N([H])[H])=O)Cl)[H])[H])[H]
4625,020104087.csv,020104087.pickle,020104087,C=1(C(=C(C2=C(C1C(=O)OC(C(C(C(C(C(C(C3(C(C2([H])[H])(C(C(C(C3(Br)[H])([H])[H])([H])[H])=C([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])(Br)[H])(C([H])([H])[H])O[H])([H])[H])([H])[H])(C(=C([H])[H])C([H])([H])[H])[H])[H])O[H])[H])[H]
4627,010022762.csv,010022762.pickle,010022762,C(C1=C(C=2C(C=3C(=O)C(=O)C13)=C(C(=C(OC([H])([H])[H])C2OC([H])([H])[H])[H])[H])[H])([H])([H])[H]
4635,020097648.csv,020097648.pickle,020097648,C(C1=C(C(=C(C(=C1S(N([H])[H])(=O)=O)[H])[H])[H])[H])([H])([H])[H]
4636,010018643.csv,010018643.pickle,010018643,C1(=C(C(=C(C(=C1C(Br)([H])[H])C(Br)([H])[H])[H])[H])[H])[H]
4637,020096837.csv,020096837.pickle,020096837,O=C(OC(C([H])([H])[H])([H])[H])C(Br)([H])[H]
4639,000089629.csv,000089629.pickle,000089629,C1(=C(C(=C(C(=C1N(C(=O)C(C(=O)C([H])([H])[H])([H])[H])[H])[H])[H])[H])[H])C([H])([H])[H]
4641,020096533.csv,020096533.pickle,020096533,C1(=NC=2C(N=C(N(C2N1C3(C(C(C(C(O[H])([H])[H])(O3)[H])(O[H])[H])(O[H])[H])[H])[H])N([H])[H])=O)[H]
4642,020091370.csv,020091370.pickle,020091370,C1(C(C(C(C2(C1(C3(C(C(C2([H])[H])([H])[H])(C4(C(C(C(C4(C(C3([H])[H])([H])[H])C([H])([H])[H])(C(=C([H])[H])[H])[H])([H])[H])([H])[H])[H])[H])[H])C([H])([H])[H])[H])([H])[H])(OC5(C(C(C(C(O5)(C([H])([H])[H])[H])(O[H])[H])(OC(=O)C([H])([H])[H])[H])(O[H])[H])[H])[H])([H])[H])([H])[H]
4643,000020991.csv,000020991.pickle,000020991,C=1(C(=C(C(=C(C1C#N)C#N)O[H])[H])[H])O[H]
4646,010022761.csv,010022761.pickle,010022761,O=C1C2=C(C1=O)C(C(C3=C2C=4C(C(=C3[H])[H])=C(C(=C(C4[H])[H])[H])[H])([H])[H])([H])[H]
4648,020170974.csv,020170974.pickle,020170974,ClC(C(C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H]
4650,020097216.csv,020097216.pickle,020097216,BrC(C(Cl)([H])[H])(C(Br)([H])[H])[H]
4651,020145047.csv,020145047.pickle,020145047,C1(=C(C(=C(C(=C1Br)[H])[H])[H])B(O[H])O[H])[H]
4652,020097189.csv,020097189.pickle,020097189,C1(=C(C(=C(C(=C1[H])[H])C2=C(C(=C(C3=C(C(=C(C(=C32)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
4653,010022750.csv,010022750.pickle,010022750,[O-][N+](=O)C=1C(N([H])C(=O)C([H])([H])[H])=C(C(N([H])C(=O)C([H])([H])[H])=C([N+]([O-])=O)C1[H])[H]
4654,010021884.csv,010021884.pickle,010021884,C1(=C(C(=C(C2=C1C(C(N2S(=O)(=O)C([H])([H])[H])([H])[H])([H])[H])[H])[H])C(=O)C3=C(C(=C(C(=C3[H])[H])Cl)[H])[H])[H]
4656,020171902.csv,020171902.pickle,020171902,O1C(C(N(C=2C(C(C2OC(C([H])([H])[H])([H])[H])=S)=O)C(C1([H])[H])([H])[H])([H])[H])([H])[H]
4658,010021619.csv,010021619.pickle,010021619,C(Br)(C#CC(Br)([H])[H])([H])[H]
4661,020143182.csv,020143182.pickle,020143182,C1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])(C2(C(C(C(C2=O)([H])[H])([H])[H])([H])[H])[H])[H]
4662,020096802.csv,020096802.pickle,020096802,C(C(=O)N1C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4668,000011018.csv,000011018.pickle,000011018,C(C(Cl)(Cl)Cl)(Cl)(Cl)[H]
4669,010022123.csv,010022123.pickle,010022123,C1(=C(C(=C(C(=C1[H])OC(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])[H])OC(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])([H])[H])[H])C(C(=O)OC([H])([H])[H])([H])[H]
4670,010022132.csv,010022132.pickle,010022132,C1(N=C(C2(N1C2(C3=C(C(=C(C(=C3[H])[H])[N+](=O)[O-])[H])[H])[H])[H])C4=C(C5=C(C(=C4[H])[H])C(=C(C(=C5[H])[H])[H])[H])[H])(C([H])([H])[H])C([H])([H])[H]
4676,020097653.csv,020097653.pickle,020097653,C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(OS(=O)(=O)[O-])([H])[H]
4678,010009707.csv,010009707.pickle,010009707,C1(=C(C(=C(C(=C1OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(O[H])([H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H]
4680,020091373.csv,020091373.pickle,020091373,C1(C(C(C(C2(C1(C(C(C3(C2(C(C(=C4C3(C(C(C5(C4(C(C(C(C5([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])C([H])([H])[H])C(O[H])=O)([H])[H])([H])[H])C([H])([H])[H])[H])=O)[H])C([H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])=O)(C([H])([H])[H])C([H])([H])[H]
4684,020097559.csv,020097559.pickle,020097559,C(=C(C(OC(C(OC(C(=C([H])[H])[H])([H])[H])(OC(C(=C([H])[H])[H])([H])[H])[H])(OC(C(=C([H])[H])[H])([H])[H])[H])([H])[H])[H])([H])[H]
4686,020143233.csv,020143233.pickle,020143233,C1(=C(C(=C(C(=C1C(C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])[H])[H])[H])[H]
4691,020102217.csv,020102217.pickle,020102217,C1(C([N+]2(C3(C(C(C2([H])[H])([H])[H])([H])[H])C(C(C(C(C3(C1([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H].[Cl-]
4692,020096447.csv,020096447.pickle,020096447,C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4694,020168166.csv,020168166.pickle,020168166,C12(C(C(C(C(C1(C([H])([H])[H])C(C=3C(C(=C(C(C3O[H])=O)[H])N(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])[H])=O)([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])(C(C(C(C2([H])[H])([H])[H])([H])[H])=C([H])[H])C([H])([H])[H])[H]
4695,010022720.csv,010022720.pickle,010022720,O=C(C=1C(C(C(C([H])([H])[H])([H])[H])([H])[H])=C(OC([H])([H])[H])C(C(=O)[H])=C(C(C(C([H])([H])[H])([H])[H])([H])[H])C1OC([H])([H])[H])[H]
4701,020171275.csv,020171275.pickle,020171275,O1C(C(C(C2=C1C(=C(C(=C2O[H])[H])O[H])[H])=O)([H])C3(C(OC4=C(C3=O)C(=C(C(=C4[H])O[H])[H])O[H])(C=5C(=C(C(=C(C5[H])[H])O[H])[H])[H])[H])[H])(C=6C(=C(C(=C(C6[H])[H])O[H])[H])[H])[H]
4702,020097181.csv,020097181.pickle,020097181,C1(=C(C(=C(C(=C1C=2C(=C(C(=C(C2[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
4703,020040728.csv,020040728.pickle,020040728,C1(=C(C(=C(C(=C1C(O[H])=O)[H])[H])[N+](=O)[O-])[N+](=O)[O-])[H]
4704,010022384.csv,010022384.pickle,010022384,C1(OC(C(C(C1(OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])(OC(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)[H])(OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])(C(OC(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)([H])[H])[H])(N2C(C(C(C(C2(C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])[H])([H])[H])=O)([H])[H])([H])[H])[H]
4706,020037761.csv,020037761.pickle,020037761,C=1(C(=C(C(=C(C1[H])Cl)[N+](=O)[O-])[H])[H])Cl
4710,000011016.csv,000011016.pickle,000011016,C(C(F)(F)F)(I)([H])[H]
4711,000074219.csv,000074219.pickle,000074219,C(C(C(C(C([H])([H])[H])([H])[H])(C(=O)[H])[H])([H])[H])([H])([H])[H]
4713,010016678.csv,010016678.pickle,010016678,C(C(C(C(OC(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4716,010021999.csv,010021999.pickle,010021999,C1(=C(C(=C2C3=C1N(C(=C3S(N(C2([H])[H])C([H])([H])[H])(=O)=O)[H])C([H])([H])[H])[H])[H])[H]
4717,000021070.csv,000021070.pickle,000021070,C=1(C(=C(C(=C(C1OC(=O)OC=2C(=C(C(=C(C2[H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
4718,010021974.csv,010021974.pickle,010021974,C1(=C(C(=C(C(=C1[H])[H])C(=O)C(N(C2=C(C(=C(C(=C2[H])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H])[H])[H])([H])[H])[H])[N+](=O)[O-])[H]
4723,020096908.csv,020096908.pickle,020096908,C(C(C(C(C(C(C(C(=O)OC(C(=C([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4724,020097252.csv,020097252.pickle,020097252,C(C(OC(=O)C(N([H])[H])([H])[H])([H])[H])([H])([H])[H]
4726,010021739.csv,010021739.pickle,010021739,C1(=C(C(=C2C(=C1[H])OC(C(OC(C(OC=3C(C(=C2[H])[H])=C(C(=C(C3[H])C(=C(C4=C(C(=C(C(=C4[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])C(=C(C5=C(C(=C6C(=C5[H])OC(C(OC(C(OC=7C(C(=C6[H])[H])=C(C(=C(C7[H])C(=O)[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])C(=O)[H]
4727,020096454.csv,020096454.pickle,020096454,C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])(C([H])([H])[H])[H]
4728,020044444.csv,020044444.pickle,020044444,C1(=C(C(=C(C(=C1[H])C(=O)[H])[H])C(F)(F)F)[H])[H]
4730,000019875.csv,000019875.pickle,000019875,C(OS(=O)OC([H])([H])[H])([H])([H])[H]
4731,020096477.csv,020096477.pickle,020096477,C1(=C(C(=C(C(=C1[H])[H])C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)[H])[H])[H]
4738,010024518.csv,010024518.pickle,010024518,C(Br)(C(C([H])([H])[H])([H])[H])(C(Br)([H])[H])[H]
4742,000089587.csv,000089587.pickle,000089587,C(F)(C(C(F)(F)F)(F)[H])([H])[H]
4745,010021737.csv,010021737.pickle,010021737,C1(=[N+](C(=C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=O)C([H])([H])[H])[O-])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])SC(C([H])([H])[H])([H])[H]
4747,020112323.csv,020112323.pickle,020112323,O(N=C(C1=C(C([N+](=O)[O-])=C(C(=C1[H])[H])[H])[H])[H])[H]
4749,010021656.csv,010021656.pickle,010021656,C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(OC=1C(=C(C(OC(C(C(C([H])([H])[H])([H])[H])(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])=C(C1C(=C(C2=C(C(=C(Br)C(=C2[H])[H])[H])[H])[H])[H])[H])C(=C(C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])([H])[H]
4751,010009837.csv,010009837.pickle,010009837,C=1(C(N(C(C1[H])=O)C(C([H])([H])[H])([H])[H])=O)[H]
4758,020170829.csv,020170829.pickle,020170829,C1(C2(C(C(=C(C(C2([H])[H])([H])[H])C(=C(N=C(Cl)Cl)[H])[H])[H])(C(C(C1(Cl)[H])(O[H])[H])([H])[H])C([H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H]
4761,020028169.csv,020028169.pickle,020028169,C=1(C(=C(C(=C(C1Cl)[H])[H])[H])[H])Br
4766,010009161.csv,010009161.pickle,010009161,C(C([H])([H])[H])(OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H]
4767,010026027.csv,010026027.pickle,010026027,C1(=C(C(=C(C(=C1[H])[H])C(=C(C(=O)OC(C(O[H])(C(=O)O[H])[H])(C(=O)O[H])[H])[H])[H])[H])O[H])O[H]
4773,010022721.csv,010022721.pickle,010022721,O=C(C=1C(=C(C(=C(C1C(C(C([H])([H])[H])([H])[H])([H])[H])O[H])C(=O)[H])C(C(C([H])([H])[H])([H])[H])([H])[H])O[H])[H]
4780,010010841.csv,010010841.pickle,010010841,C12=C(C(=C(C(=C1[H])[H])[H])[H])S(N(C3(N2C(C(C3([H])[H])([H])[H])([H])[H])[H])[H])(=O)=O
4782,010021957.csv,010021957.pickle,010021957,C12=C(C(C(C1([H])[H])(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])([H])[H])C(C(C2([H])[H])([H])[H])([H])[H]
4783,020096496.csv,020096496.pickle,020096496,C(C(C(C(C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])([H])[H])([H])([H])[H]
4797,020176804.csv,020176804.pickle,020176804,C1(C2(C(C(C(C1(Cl)[H])(O[H])[H])([H])[H])(C(C(=C(C2([H])[H])[H])C(=C(N=C(Cl)Cl)[H])[H])([H])[H])C([H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H]
4807,020097209.csv,020097209.pickle,020097209,C([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(Cl)([H])[H])([H])[H]
4808,010021976.csv,010021976.pickle,010021976,C1(=C(C(=C(C(=C1OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H])C#N)[H])C#N)OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H])[H]
4809,010021809.csv,010021809.pickle,010021809,C1(=C(C(=C(C(=C1OC(=O)C([H])([H])[H])[H])Br)OC(=O)C([H])([H])[H])[H])Br
4811,020096419.csv,020096419.pickle,020096419,C=1(C(=C(C2=C(C1[H])C(C3=C2C(=C4C(=C3[H])C(=C(C(=C4[H])[H])[H])[H])[H])([H])[H])[H])[H])[H]
4816,020097660.csv,020097660.pickle,020097660,C(C(C(C(C(OC(=O)[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4819,020071924.csv,020071924.pickle,020071924,C1(=C(C(=C(C=2C1=C(C=3C(C2C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=C(C(=C(C3[H])[H])[H])[H])[H])[H])[H])[H])[H]
4821,000010505.csv,000010505.pickle,000010505,C1(C(ON=C1C(=O)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])(C#N)[H])([H])[H]
4822,020111986.csv,020111986.pickle,020111986,P12OC(C(C(C([H])([H])[H])([H])[H])(C(O1)([H])[H])C(O2)([H])[H])([H])[H]
4833,020112336.csv,020112336.pickle,020112336,ClC(C=1SC(Cl)=C(C1[H])[H])([H])[H]
4834,000008407.csv,000008407.pickle,000008407,C(C(OC(=C([H])[H])[H])=O)([H])([H])[H]
4835,020096896.csv,020096896.pickle,020096896,N(C(N([H])[H])=NC(C(C(C(N([H])[H])(C(=O)O[H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
4836,010022342.csv,010022342.pickle,010022342,C1(=C(C(=C(C2=C1C(=C(N2[H])[H])C3(N(C4=C(C3([H])[H])C(=C(C(=C4[H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
4837,010010008.csv,010010008.pickle,010010008,C=1(C(=C(C(=C(C1[H])[H])[N+](=O)[O-])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H]
4838,010022289.csv,010022289.pickle,010022289,C1(C(C(C(C(C1([H])[H])(C(C(=O)OC([H])([H])[H])(C(OC([H])([H])[H])=O)[H])[H])([H])[H])([H])[H])([H])[H])=O
4840,020096898.csv,020096898.pickle,020096898,C1(=C(C(=C(C(=C1C(=O)[H])O[H])Br)[H])Br)[H]
4844,000022167.csv,000022167.pickle,000022167,C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(OC(C(=C(C2(OC2(C(OC(=O)C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])([H])[H])C(OC(=O)C([H])([H])[H])([H])[H])[H])[H])[H])([H])[H])=O
